zipCode,disasterNumber,sum_approvedForFemaAssistanceOwners,sum_totalApprovedIhpAmountOwners,sum_repairReplaceAmountOwners,sum_rentalAmountOwners,sum_otherNeedsAmountOwners,sum_approvedBetween1And10000Owners,sum_approvedBetween100001And25000Owners,sum_approvedBetween25001AndMaxOwners,sum_totalMaxGrantsOwners,sum_approvedForFemaAssistanceRenters,sum_totalApprovedIhpAmountRenters,sum_rentalAmountRenters,sum_otherNeedsAmountRenters,sum_approvedBetween1And10000Renters,sum_approvedBetween100001And25000Renters,sum_approvedBetween25001AndMaxRenters,sum_totalMaxGrantsRenters,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh,declarationYear,average_assistance_per_owner,average_assistance_per_renter,total_approved_fema_assistance,total_approved_Ihp_amount,city,after_2020_only,latitude,longitude
92103,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92104,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92104,4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92104,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92105,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92105,4569,1.0,1152.41,1152.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,1152.41,,1.0,1152.41,"San Diego, California",No,32.715738,-117.1610838
92106,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92106,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92107,4353,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92107,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,,,"San Diego, California",No,32.715738,-117.1610838
92108,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92108,4353,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92108,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92109,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92109,4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92109,4407,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12T00:00:00.000Z,WILDFIRES,2018-11-08T00:00:00.000Z,2018-11-25T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-11-13T00:00:00.000Z,2018-11-30T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2018-11-11T00:00:00.000Z,8c83f72a-05e2-494b-b8ba-f96e8dada490,36653302d2a8236af788e91da85af07eba18fcc1,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92109,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92110,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92110,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92111,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92111,4353,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92111,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92113,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92113,4353,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92113,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92114,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92114,4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92114,4558,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-22T00:00:00.000Z,WILDFIRES,2020-08-14T00:00:00.000Z,2020-09-26T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-08-22T00:00:00.000Z,2020-10-01T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-08-20T00:00:00.000Z,8a7004f0-b239-4d56-8fdd-e7be783f0b94,f87b98f440548277b9e8ca7b447670ead1a6213c,2024-10-09T19:01:58.075Z,2020,,,,,"San Diego, California",No,32.715738,-117.1610838
92114,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92114,4610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2021-08-24T00:00:00.000Z,WILDFIRES,2021-07-14T00:00:00.000Z,2021-10-25T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2021-08-25T00:00:00.000Z,2021-11-12T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2021-08-23T00:00:00.000Z,8da802ce-0b0e-415d-9ea9-69e27f2a6468,fb9a03d4500868ca0e5319e8abfb2596241ed302,2024-10-09T19:01:58.075Z,2021,,,,,"San Diego, California",No,32.715738,-117.1610838
92115,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92115,4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2017-12-20T00:00:00.000Z,39467be6-1948-408f-abd6-aeb158b8ee38,2c9c9b47788a50ff1e1300a4fb74c5ab387ce8b9,2024-10-09T19:01:58.075Z,2018,,,,,"San Diego, California",No,32.715738,-117.1610838
92115,4558,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-22T00:00:00.000Z,WILDFIRES,2020-08-14T00:00:00.000Z,2020-09-26T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-08-22T00:00:00.000Z,2020-10-01T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-08-20T00:00:00.000Z,8a7004f0-b239-4d56-8fdd-e7be783f0b94,f87b98f440548277b9e8ca7b447670ead1a6213c,2024-10-09T19:01:58.075Z,2020,,,,,"San Diego, California",No,32.715738,-117.1610838
92115,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92116,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92117,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
92117,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"San Diego, California",No,32.715738,-117.1610838
92118,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"Coronado, California",No,32.6859012,-117.1798603
92118,4558,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-22T00:00:00.000Z,WILDFIRES,2020-08-14T00:00:00.000Z,2020-09-26T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-08-22T00:00:00.000Z,2020-10-01T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-08-20T00:00:00.000Z,8a7004f0-b239-4d56-8fdd-e7be783f0b94,f87b98f440548277b9e8ca7b447670ead1a6213c,2024-10-09T19:01:58.075Z,2020,,,,,"Coronado, California",No,32.6859012,-117.1798603
92118,4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-16T00:00:00.000Z,WILDFIRES,2020-09-04T00:00:00.000Z,2020-11-17T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2020-10-17T00:00:00.000Z,2020-11-20T00:00:00.000Z,,9.0,1.0,0.0,1.0,1.0,,2020-09-28T00:00:00.000Z,7be4ba3a-6419-4633-853a-2b25d2000ea6,b217409cc433e756d6cbf9abdc8d1d609926d5f1,2024-10-09T19:01:58.075Z,2020,,,0.0,0.0,"Coronado, California",No,32.6859012,-117.1798603
92119,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2007-10-24T00:00:00.000Z,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",2007-10-21T00:00:00.000Z,2008-03-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2007-10-24T00:00:00.000Z,2024-12-13T00:00:00.000Z,,9.0,1.0,1.0,1.0,1.0,,2007-10-23T00:00:00.000Z,fab96461-9a0d-4cb9-8228-7ff4051dc727,1404f9fe5acf61c9bc2265f2d84be1de76e4e7d3,2024-12-13T20:01:32.705Z,2007,,,,,"San Diego, California",No,32.715738,-117.1610838
