zipCode,disasterNumber,sum_approvedForFemaAssistanceOwners,sum_totalApprovedIhpAmountOwners,sum_repairReplaceAmountOwners,sum_rentalAmountOwners,sum_otherNeedsAmountOwners,sum_approvedBetween1And10000Owners,sum_approvedBetween100001And25000Owners,sum_approvedBetween25001AndMaxOwners,sum_totalMaxGrantsOwners,sum_approvedForFemaAssistanceRenters,sum_totalApprovedIhpAmountRenters,sum_rentalAmountRenters,sum_otherNeedsAmountRenters,sum_approvedBetween1And10000Renters,sum_approvedBetween100001And25000Renters,sum_approvedBetween25001AndMaxRenters,sum_totalMaxGrantsRenters,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh,declarationYear,average_assistance_per_owner,average_assistance_per_renter,total_approved_fema_assistance,total_approved_Ihp_amount,city,after_2020_only,latitude,longitude
78723,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,0.0,0.0,"Austin, Texas",No,30.267153,-97.7430608
78726,4029,,,,,,,,,,1.0,376.99,0.0,376.99,1.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,376.99,,,"Austin, Texas",No,30.267153,-97.7430608
78727,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Austin, Texas",No,30.267153,-97.7430608
78732,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2441.41,0.0,2441.41,1.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,2441.41,1.0,2441.41,"Austin, Texas",No,30.267153,-97.7430608
78736,4029,2.0,60400.0,57236.0,3164.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,30200.0,,,,"Austin, Texas",No,30.267153,-97.7430608
78741,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Austin, Texas",No,30.267153,-97.7430608
78745,4029,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Austin, Texas",No,30.267153,-97.7430608
78933,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Cat Spring, Texas",No,29.8455074,-96.3257991
78934,4029,1.0,663.52,663.52,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,663.52,,,,"Columbus, Texas",No,29.7066232,-96.5396933
78935,4029,2.0,28134.5,21826.72,2950.0,3357.78,1.0,0.0,1.0,0.0,2.0,12889.52,2762.0,10127.52,1.0,1.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,14067.25,6444.76,4.0,41024.020000000004,"Alleyton, Texas",No,29.7066234,-96.4863586
78940,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Fayetteville, Texas",No,29.9057817,-96.6727528
78945,4029,5.0,88463.22,79423.65,4378.0,4661.57,1.0,1.0,3.0,2.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,17692.644,,,,"La Grange, Texas",No,29.9055033,-96.87664699999999
78953,4029,5.0,150061.88,120514.16,16328.9,13218.82,0.0,0.0,5.0,4.0,1.0,7254.43,0.0,7254.43,1.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,30012.376,7254.43,6.0,157316.31,"Rosanky, Texas",No,29.9293898,-97.29360199999999
78957,4029,60.0,1070069.9000000001,894255.06,109456.54,66358.3,16.0,4.0,40.0,24.0,34.0,178334.76,91384.0,86950.76,29.0,4.0,1.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,17834.498333333337,5245.14,94.0,1248404.6600000001,"Smithville, Texas",No,30.0085542,-97.15943209999999
78959,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Waelder, Texas",No,29.6941879,-97.2987307
78962,4029,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"Weimar, Texas",No,29.7027251,-96.78075749999999
78963,4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2011-09-09T00:00:00.000Z,WILDFIRES,2011-08-30T00:00:00.000Z,2011-12-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2011-09-10T00:00:00.000Z,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,6.0,1.0,0.0,1.0,1.0,,2011-09-09T00:00:00.000Z,707a4922-47f5-4a3e-8e32-31f1a25dc131,caba7e4b4ae6bb073cb5f22fd97c2c84d08b4754,2024-10-09T19:01:58.075Z,2011,,,,,"West Point, Texas",No,29.9438347,-97.03692889999999
79045,1624,1.0,18924.39,5400.0,921.0,12603.39,0.0,0.0,1.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,18924.39,,,,"Hereford, Texas",No,34.8150622,-102.3977036
79054,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,,,,,"Lefors, Texas",No,35.4364356,-100.805698
79057,1624,2.0,17159.0,16300.0,859.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,8579.5,,,,"Mclean, Texas",No,35.2325495,-100.5998558
79059,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,,,,,"Miami, Texas",No,35.6914327,-100.6381933
79061,1624,1.0,11296.0,10900.0,396.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,11296.0,,,,"Mobeetie, Texas",No,35.5354183,-100.4368463
79065,1624,2.0,29484.94,21800.0,750.0,6934.94,0.0,0.0,2.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,14742.47,,,,"Pampa, Texas",No,35.5333545,-100.9718861
79080,1624,2.0,24725.19,10900.0,581.0,13244.19,1.0,0.0,1.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,12362.595,,,,"Skellytown, Texas",No,35.5729258,-101.1744774
79096,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,,,,,"Wheeler, Texas",No,35.4453257,-100.2709552
79108,1624,3.0,69127.5,32700.0,1439.0,34988.5,0.0,0.0,3.0,1.0,,,,,,,,,2006-01-11T00:00:00.000Z,EXTREME WILDFIRE THREAT,2005-11-27T00:00:00.000Z,2006-05-14T00:00:00.000Z,Major Disaster,TX,Texas                         ,Fire,2006-01-11T00:00:00.000Z,2015-10-21T00:00:00.000Z,2015-10-14T00:00:00.000Z,6.0,1.0,1.0,1.0,1.0,,2006-01-10T00:00:00.000Z,ad2e3142-c104-4c72-949c-751eca744bc7,bb7b884bac695d2fb959e7a60ec945f08cebb1e4,2024-10-09T19:01:58.075Z,2006,23042.5,,,,"Amarillo, Texas",No,35.2219971,-101.8312969
79443,4562,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-15T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2020-09-07T00:00:00.000Z,2020-11-03T00:00:00.000Z,Major Disaster,OR,Oregon                        ,Fire,2020-09-15T00:00:00.000Z,2020-11-17T00:00:00.000Z,,10.0,1.0,0.0,1.0,1.0,,2020-09-14T00:00:00.000Z,7d6a4c58-4833-41f6-875a-a72c205b6ee8,5ac489aae350f124be6e407c3ae58c29cde6ec07,2024-10-09T19:01:58.075Z,2020,,,,,Error,Yes,,
80021,4634,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,,,,,"Broomfield, Colorado",Yes,39.9205411,-105.0866504
80026,4634,2.0,800.0,0.0,0.0,800.0,2.0,0.0,0.0,0.0,2.0,800.0,0.0,800.0,2.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,400.0,400.0,4.0,1600.0,"Lafayette, Colorado",Yes,39.9935959,-105.0897058
80027,4634,528.0,581650.59,168649.77,132427.0,278221.45999999996,503.0,19.0,6.0,3.0,251.0,946281.6399999999,652423.75,255179.89,233.0,16.0,2.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,1101.6109659090907,3770.0463745019915,779.0,1527932.23,"Louisville, Colorado",Yes,39.977763,-105.1319296
80301,4634,33.0,94809.26,50197.26,38912.0,5700.0,22.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,2873.007878787879,,33.0,94809.26,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80302,4634,1.0,500.0,0.0,0.0,500.0,1.0,0.0,0.0,0.0,1.0,28108.0,28108.0,0.0,0.0,0.0,1.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,500.0,28108.0,2.0,28608.0,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80303,4634,53.0,214721.4,126159.22,47257.0,41305.18,46.0,1.0,6.0,3.0,24.0,139879.85,100027.0,39584.65,19.0,5.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,4051.347169811321,5828.327083333334,77.0,354601.25,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80304,4634,25.0,74105.09,40589.54,29092.0,4423.55,16.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,2964.2036,,25.0,74105.09,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80305,4634,24.0,45654.72,25173.4,11592.0,8635.54,19.0,4.0,1.0,0.0,3.0,6596.0,5796.0,800.0,3.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,1902.28,2198.6666666666665,27.0,52250.72,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80310,4634,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,,,,,"Boulder, Colorado",Yes,40.0149856,-105.2705456
80466,4634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,,,0.0,0.0,"Nederland, Colorado",Yes,39.9613759,-105.5108312
80481,4634,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,,,,,"Ward, Colorado",Yes,40.0722083,-105.5083316
80482,4634,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8.0,1.0,0.0,1.0,1.0,,2021-12-31T00:00:00.000Z,58664ee6-6dd9-4ca2-ac1f-477b16fc10ea,996d1a44f61cb8f7ac823561da73c8fd9a67b400,2024-10-09T19:01:58.075Z,2021,,,,,"Winter Park, Colorado",Yes,39.8916537,-105.7630624
